DEPT,PS,PZ,GK,NGK,DS,LIT
740.1,0.15253562614441535,0.016942395854096074,0.14808081642771556,0.1974132062627638,0.007396449704142017,53
740.3,0.1687763713080169,0.016942395854096074,0.1501879932239805,0.1930565010211028,0.006339814032121729,53
740.5,0.19114720165591917,0.01714171815826191,0.14808081642771556,0.1974132062627638,0.006339814032121729,53
740.7,0.23803837274102385,0.017540362766593584,0.13853654505639795,0.2047651463580667,0.00528317836010144,53
740.9,0.31335084786243134,0.01813832967909109,0.12800066107507332,0.2118447923757658,0.00528317836010144,53
741.1,0.4131040522251413,0.01833765198325693,0.11953063669793,0.21729067392784207,0.00528317836010144,53
741.3,0.47416606958044744,0.01813832967909109,0.11953063669793,0.21729067392784207,0.00528317836010144,53
741.5,0.5210572406655521,0.017341040462427747,0.11849770689583937,0.2140231449965963,0.004226542688081153,53
741.7,0.5393678847225539,0.016543751245764404,0.11531628310540018,0.21511232130701155,0.004226542688081153,53
741.9,0.5087970702969509,0.015945784333266894,0.11849770689583937,0.22246426140231446,0.004226542688081153,53
742.1,0.4823660536581483,0.015945784333266894,0.11953063669793,0.23390061266167458,0.004226542688081153,53
742.3,0.4436748666507444,0.016543751245764404,0.11531628310540018,0.24642614023144996,0.00528317836010144,53
742.5,0.4029137807499403,0.017540362766593584,0.10895343552452173,0.25051055139550715,0.00528317836010144,53
742.7,0.38054295040203817,0.018536974287422764,0.10263190513572698,0.2431586113002042,0.006339814032121729,53
742.9,0.35610222116073564,0.01973290811241778,0.09734330454902285,0.2213750850918992,0.007396449704142017,53
743.1,0.34997213597643506,0.020530197329081127,0.09205470396231871,0.20776038121170867,0.008453085376162305,53
743.3,0.3703526789268371,0.020928841937412797,0.08465892657934969,0.2025867937372362,0.007396449704142017,53
743.5,0.4029137807499403,0.020928841937412797,0.08044457298681981,0.2047651463580667,0.006339814032121729,53
743.7,0.42536422259374257,0.020530197329081127,0.07623021939428996,0.20149761742682096,0.006339814032121729,53
743.9,0.4436748666507444,0.02033087502491529,0.0740817254059414,0.19115044247787608,0.006339814032121729,53
744.1,0.44773505294164484,0.020530197329081127,0.07623021939428996,0.18488767869298842,0.006339814032121729,53
744.3,0.44160496775734415,0.020729519633246964,0.07726314919638061,0.1867937372362151,0.007396449704142017,53
744.5,0.43141469628214313,0.020729519633246964,0.07515597240011569,0.18488767869298842,0.008453085376162305,53
744.7,0.419234137409442,0.020729519633246964,0.07197454860967648,0.17944179714091218,0.008453085376162305,53
744.9,0.40498367964334053,0.020729519633246964,0.06668594802297237,0.17317903335602453,0.008453085376162305,53
745.1,0.3947934081681395,0.021128164241578633,0.061438664628351854,0.18488767869298842,0.008453085376162305,53
745.3,0.3907332218772391,0.021526808849910307,0.055075817047473455,0.2025867937372362,0.008453085376162305,53
745.5,0.38866332298383893,0.021925453458241977,0.04978721646076933,0.21810755616065353,0.008453085376162305,53
745.7,0.3907332218772391,0.022324098066573653,0.04557286286823947,0.22545949625595643,0.008453085376162305,53
745.9,0.38667303558633875,0.022324098066573653,0.043465686071974555,0.2213750850918992,0.008453085376162305,53
