DEPT,PS,PZ,GK,NGK,DS,LIT
776.0,107.08,5.5,3.35,1.449,0.223,53
776.4,103.82,6.6,3.018,1.413,0.224,53
776.6,98.77,10.0,2.583,1.351,0.222,53
776.8,93.78,13.0,2.251,1.259,0.218,53
777.0,90.07,13.8,2.02,1.234,0.216,53
777.4,84.89,12.5,1.739,1.326,0.216,53
777.6,84.06,11.8,1.867,1.351,0.218,53
777.8,84.32,11.2,1.995,1.341,0.219,53
778.0,85.15,10.8,2.148,1.331,0.218,53
778.4,89.62,9.4,2.506,1.454,0.219,53
778.6,93.78,8.3,2.711,1.602,0.221,53
778.8,99.21,7.1,2.864,1.745,0.224,53
779.0,104.84,6.2,2.967,1.95,0.225,53
779.4,112.39,6.6,2.788,2.216,0.223,53
779.6,112.9,8.2,2.481,2.282,0.223,53
779.8,111.75,10.7,2.251,2.313,0.224,53
780.0,109.89,14.5,2.148,2.354,0.226,53
780.4,108.17,23.7,1.944,2.512,0.225,53
780.6,108.04,29.2,1.79,2.599,0.224,53
780.8,107.91,39.8,1.637,2.661,0.224,53
781.0,107.78,58.5,1.458,2.676,0.223,53
781.4,108.74,74.0,1.534,2.553,0.224,53
781.6,110.08,61.0,1.662,2.436,0.224,53
781.8,111.62,45.5,1.816,2.354,0.223,53
782.0,112.7,35.6,1.995,2.287,0.223,53
782.4,110.79,34.7,1.918,2.333,0.224,53
782.6,109.06,41.2,1.765,2.415,0.223,53
782.8,108.23,45.5,1.713,2.533,0.22,53
783.0,108.42,44.5,1.637,2.569,0.22,53
783.4,109.51,38.4,1.534,2.492,0.225,53
783.6,108.68,42.4,1.611,2.4,0.224,53
783.8,106.5,48.0,1.739,2.282,0.224,53
784.0,103.69,49.1,1.892,2.17,0.224,53
784.4,97.42,45.7,2.097,2.001,0.216,53
784.6,94.55,45.9,2.046,1.909,0.216,53
784.8,92.44,44.5,2.097,1.807,0.217,53
785.0,91.48,40.2,2.225,1.755,0.218,53
785.4,96.47,24.8,2.66,1.945,0.216,53
785.6,102.6,19.3,2.583,2.083,0.218,53
785.8,109.64,16.3,2.404,2.17,0.222,53
786.0,115.71,15.1,2.251,2.221,0.224,53
786.4,124.21,15.2,2.174,2.18,0.224,91
786.6,127.35,15.1,2.225,2.236,0.223,91
786.8,130.16,15.9,2.199,2.415,0.225,91
787.0,130.54,18.1,2.072,2.451,0.225,91
787.4,125.62,21.6,1.918,2.625,0.222,91
787.6,124.66,20.1,1.841,2.599,0.223,91
787.8,126.32,17.3,1.765,2.553,0.224,91
788.0,129.52,15.6,1.816,2.466,0.222,91
788.4,131.82,14.3,1.765,2.369,0.222,91
788.6,129.26,14.3,1.662,2.339,0.223,91
788.8,126.45,14.9,1.56,2.298,0.224,91
789.0,125.43,16.6,1.509,2.246,0.223,91
789.4,123.96,25.0,1.867,2.062,0.22,53
789.6,119.74,32.3,1.944,2.016,0.217,53
789.8,113.15,49.9,2.123,2.032,0.214,53
790.0,105.99,67.7,2.199,2.2,0.213,53
790.4,98.77,83.2,2.148,2.344,0.215,53
790.6,97.42,87.8,2.199,2.385,0.216,53
790.8,96.47,93.7,2.276,2.354,0.216,53
791.0,96.34,99.5,2.097,2.385,0.215,53
791.4,98.89,107.3,1.918,2.507,0.214,53
791.6,101.07,105.7,2.097,2.548,0.215,53
791.8,103.24,100.4,2.327,2.369,0.217,53
792.0,105.67,94.2,2.583,2.216,0.222,53
792.4,111.36,87.2,2.609,2.226,0.223,53
792.6,114.18,90.4,2.046,2.144,0.223,53
792.8,116.16,97.6,1.944,1.919,0.223,53
793.0,116.09,106.0,1.637,1.832,0.222,53
793.4,112.13,118.7,1.33,1.894,0.222,53
793.6,109.96,122.9,1.432,1.945,0.222,53
793.8,108.1,126.4,1.611,2.006,0.222,53
794.0,106.5,129.4,1.816,2.057,0.221,53
794.4,104.07,131.5,1.969,2.011,0.221,53
794.6,103.75,127.9,2.02,1.94,0.22,53
794.8,103.75,119.0,2.097,1.883,0.221,53
795.0,103.95,107.8,2.199,1.822,0.222,53
795.4,103.18,86.4,2.378,1.699,0.219,53
795.6,101.9,76.9,2.455,1.633,0.216,53
795.8,100.36,66.9,2.506,1.643,0.213,53
796.0,99.15,58.3,2.557,1.883,0.214,53
796.4,97.23,66.1,2.711,2.134,0.213,53
796.6,96.34,93.2,2.788,2.18,0.213,53
796.8,95.83,124.9,2.762,2.19,0.216,53
797.0,95.12,146.6,2.685,2.098,0.217,53
797.4,93.27,161.2,2.532,1.837,0.217,53
797.6,92.18,145.1,2.481,1.709,0.216,53
797.8,91.16,125.2,2.43,1.817,0.215,53
798.0,90.71,111.4,2.506,1.904,0.214,53
798.4,93.72,89.7,2.89,1.863,0.213,53
798.6,96.98,77.4,3.146,1.796,0.215,53
798.8,100.62,60.7,3.35,1.899,0.216,53
799.0,104.46,43.2,3.58,2.067,0.216,53
799.4,113.41,31.1,3.274,2.277,0.217,53
799.6,119.55,41.7,3.069,2.103,0.22,53
799.8,122.68,62.2,2.66,1.996,0.22,53
800.0,121.46,83.1,2.481,1.853,0.218,53
800.4,115.97,93.3,2.327,1.858,0.219,53
800.6,112.58,82.7,2.302,1.817,0.221,53
800.8,109.7,67.7,2.199,1.74,0.221,53
801.0,108.49,51.4,2.327,1.689,0.221,53
801.4,113.02,28.1,2.915,1.755,0.222,53
801.6,119.99,23.8,2.941,1.812,0.224,53
801.8,127.03,24.2,2.762,1.786,0.222,53
802.0,129.33,26.7,2.583,1.74,0.22,53
802.4,121.78,29.3,2.148,1.663,0.221,53
802.6,116.22,27.9,2.123,1.766,0.22,53
802.8,111.04,26.3,2.302,2.103,0.219,53
803.0,106.76,25.8,2.813,2.282,0.218,53
803.4,110.53,31.1,3.606,2.707,0.222,53
803.6,119.93,34.0,3.913,2.794,0.22,53
803.8,131.18,34.4,3.759,2.819,0.221,53
804.0,141.22,34.1,3.146,2.702,0.223,53
804.4,147.55,41.9,2.02,2.339,0.223,53
804.6,142.5,49.4,1.841,2.047,0.22,53
804.8,135.66,53.3,1.995,1.786,0.219,53
805.0,128.82,49.9,2.148,1.622,0.219,53
805.4,116.67,31.2,1.969,1.694,0.221,53
805.6,112.58,22.4,1.918,1.873,0.222,53
805.8,111.87,16.4,1.969,2.006,0.22,53
806.0,114.62,13.6,2.046,2.16,0.22,53
806.4,124.66,14.9,1.918,2.349,0.222,53
806.6,130.1,16.2,1.662,2.431,0.222,53
806.8,135.08,17.5,1.355,2.42,0.222,53
807.0,136.43,19.9,1.407,2.349,0.224,53
807.4,125.49,24.1,1.637,2.298,0.223,53
807.6,119.99,22.7,1.739,2.349,0.223,53
807.8,117.82,20.6,1.688,2.446,0.224,53
808.0,118.71,20.1,1.611,2.538,0.226,53
808.4,124.15,26.6,1.381,2.676,0.223,53
808.6,124.53,36.1,1.304,2.625,0.223,53
808.8,122.1,48.8,1.279,2.518,0.223,53
809.0,118.33,59.1,1.304,2.395,0.222,53
809.4,114.05,51.8,1.483,2.206,0.223,53
