DEPT,PS,PZ,GK,NGK,DS,LIT
660.0,124.67,12.3,5.473,1.862,0.191,53
660.2,135.54,10.0,5.268,1.835,0.192,53
660.4,147.05,9.0,4.782,1.808,0.192,53
660.6,153.76,8.4,4.348,1.785,0.192,53
660.8,157.6,8.7,3.964,1.77,0.192,53
661.0,151.85,9.0,3.913,1.735,0.192,53
661.2,138.74,8.4,3.964,1.709,0.192,53
661.4,122.12,7.4,3.938,1.693,0.192,53
661.6,112.53,6.6,3.785,1.701,0.191,53
661.8,108.69,6.1,3.657,1.712,0.191,53
662.0,108.37,6.1,3.785,1.735,0.191,53
662.2,109.33,6.1,3.913,1.755,0.191,53
662.4,108.05,6.1,3.938,1.743,0.191,53
662.6,104.54,6.1,3.862,1.751,0.191,53
662.8,100.7,5.9,4.015,1.774,0.191,53
663.0,102.94,5.4,4.245,1.808,0.191,53
663.2,107.73,5.6,4.45,1.843,0.191,53
663.4,113.49,7.4,4.271,1.87,0.192,53
663.6,116.68,10.5,3.836,1.877,0.192,53
663.8,117.0,14.3,3.504,1.877,0.191,53
664.0,118.6,17.6,3.632,1.87,0.191,53
664.2,121.48,22.2,3.759,1.87,0.191,53
664.4,119.88,27.6,3.99,1.851,0.191,53
664.6,115.08,32.0,4.066,1.812,0.191,53
664.8,101.66,35.8,3.887,1.766,0.19,53
665.0,99.74,36.1,3.708,1.709,0.19,53
665.2,92.71,33.0,3.759,1.651,0.19,53
665.4,88.55,27.6,3.938,1.597,0.19,53
665.6,86.63,22.8,4.194,1.551,0.19,53
665.8,88.55,19.2,4.45,1.528,0.19,53
666.0,93.35,15.6,4.757,1.536,0.19,53
666.2,101.02,11.5,5.089,1.544,0.19,53
666.4,106.13,8.4,5.473,1.559,0.19,53
666.6,109.65,6.4,5.78,1.582,0.19,53
666.8,109.97,5.1,5.754,1.594,0.19,53
667.0,111.57,4.1,5.166,1.605,0.19,53
667.2,114.12,3.6,4.501,1.586,0.19,53
667.4,114.44,3.6,4.041,1.555,0.19,53
667.6,111.89,3.6,3.632,1.555,0.19,53
667.8,107.41,3.6,3.529,1.571,0.19,53
668.0,101.98,3.8,3.555,1.571,0.19,53
668.2,100.7,3.6,3.504,1.571,0.19,53
668.4,99.42,3.8,3.632,1.59,0.19,53
668.6,100.7,3.8,3.913,1.624,0.19,53
668.8,103.89,4.1,4.271,1.678,0.19,53
669.0,108.05,5.9,4.706,1.724,0.19,53
669.2,113.17,7.4,5.013,1.774,0.19,53
669.4,116.68,12.0,5.268,1.824,0.19,53
669.6,118.6,17.9,5.345,1.858,0.19,53
