DEPT,PS,PZ,GK,NGK,DS,LIT
772.0,42.97,35.9,2.174,1.648,0.215,53
772.2,45.01,35.0,2.455,1.748,0.219,53
772.4,46.8,35.0,2.506,1.917,0.222,53
772.6,48.08,36.1,1.713,2.055,0.217,53
772.8,48.59,38.1,1.867,2.243,0.215,53
773.0,48.33,42.6,2.251,2.139,0.215,53
773.2,48.08,47.2,2.02,1.851,0.215,53
773.4,48.08,49.4,1.816,1.602,0.215,53
773.6,48.59,48.8,1.969,1.602,0.216,53
773.8,49.36,46.8,1.432,1.506,0.218,53
774.0,50.38,43.1,1.713,1.498,0.219,53
774.2,51.4,40.2,1.867,1.426,0.219,53
774.4,52.43,35.7,1.918,1.552,0.221,53
774.6,52.68,31.6,2.225,1.491,0.218,53
774.8,52.17,27.9,1.765,1.575,0.22,53
775.0,50.64,24.7,1.662,1.525,0.22,53
775.2,49.1,22.2,1.534,1.587,0.219,53
775.4,47.06,20.3,1.458,1.464,0.22,53
775.6,45.78,19.7,1.33,1.571,0.219,53
775.8,44.5,19.8,1.407,1.502,0.22,53
776.0,44.5,20.3,1.739,1.564,0.218,53
776.2,44.5,21.2,1.534,1.518,0.219,53
776.4,45.52,22.1,1.688,1.594,0.221,53
776.6,47.82,23.1,1.458,1.575,0.222,53
776.8,50.89,24.0,1.739,1.491,0.219,53
777.0,54.22,24.8,1.586,1.51,0.219,53
777.2,57.54,25.7,1.765,1.564,0.22,53
777.4,60.61,26.3,1.713,1.686,0.219,53
777.6,62.4,26.6,1.56,1.702,0.221,53
777.8,62.66,25.8,1.279,1.763,0.219,53
778.0,61.63,24.4,1.228,1.644,0.217,53
778.2,59.84,22.0,1.611,1.383,0.216,53
778.4,57.54,19.1,1.355,1.426,0.216,53
778.6,54.99,16.6,1.534,1.472,0.217,53
778.8,53.19,15.0,1.688,1.41,0.217,53
779.0,52.17,13.6,2.097,1.337,0.215,53
779.2,52.43,12.5,2.276,1.483,0.215,53
779.4,53.19,11.6,1.892,1.713,0.216,53
779.6,54.73,11.3,1.407,1.832,0.216,53
779.8,56.26,11.8,1.56,1.905,0.216,53
780.0,57.29,14.3,1.381,1.825,0.216,53
780.2,58.05,17.3,1.739,1.825,0.214,53
780.4,57.8,24.2,1.637,1.836,0.216,53
780.6,57.29,33.4,1.304,1.913,0.216,53
780.8,56.26,38.4,1.637,2.17,0.217,53
781.0,54.99,45.0,1.381,2.216,0.218,53
781.2,53.19,48.1,0.921,2.07,0.214,53
781.4,51.66,49.4,1.304,1.943,0.214,53
781.6,50.13,47.4,0.997,1.901,0.214,53
781.8,49.1,44.4,1.228,1.74,0.215,53
782.0,47.57,40.7,0.844,1.502,0.214,53
782.2,46.54,37.3,1.33,1.529,0.213,53
782.4,46.03,35.0,1.56,1.514,0.212,53
782.6,46.03,33.4,1.713,1.452,0.213,53
782.8,46.8,31.3,1.483,1.464,0.215,53
783.0,48.33,29.5,1.713,1.414,0.218,53
783.2,49.1,27.6,1.509,1.495,0.216,53
783.4,50.64,25.3,2.046,1.667,0.216,53
783.6,51.92,23.3,1.944,1.997,0.214,53
783.8,52.17,20.8,2.634,2.208,0.214,24
784.0,51.15,20.8,3.759,2.22,0.214,24
